name,url,price_per_lb,total_price,bag_size,bag_type,country,region,altitude,grower,variety,process,flavor_notes,about,warehouse,position,certifications,is_staff_pick,inventory,overview_text,taste_text,source_text,word_cloud,sweetness,acidity,viscosity,balance,watchlist_match,watchlist_farm,watchlist_tier,watchlist_credential_type,watchlist_credential_detail,watchlist_notes,watchlist_url
Guatemala Quiche Finca Los Caballitos SHB EP,https://royalcoffee.com/product/3427097000051836185/,$4.35,$736.26,152.12 lb,Full Bag,Guatemala,"Chajul, Quiché, Guatemala",1500 masl,Oscar & Christian Schaps | Finca Los Caballitos,"Bourbon, Caturra",Fully washed and dried on patios and raised beds,,"Guatemala Quiche Finca Los Caballitos is sourced from Finca Los Caballitos, a 300-acre farm located in the municipality of San Gaspar Chajul within the department of Quiche, Guatemala. This growing region, which includes the towns of Santa Maria Nebaj, San Juan Cotzal, and San Gaspar Chajul, is also called the Ixil Triangle because of the beautiful landscapes and the preservation of the indigenous culture. In 2005, Oscar and Christian Schaps, who are brother, purchased Finca Los Caballitos and started planting 100 acres with bourbon and the rest of the farm with the caturra varietal. Los Caballitos has its own wet mill, which allows for meticulous quality control while processing the harvest. Parchment is transported to Antigua where it is stored and milled for export.",Oakland,SPOT,Conventional,,135 Bags,,,,,,,,,,,,,,,
Guatemala Quiche Finca Los Caballitos SHB EP,https://royalcoffee.com/product/3427097000051836192/,$4.35,$736.26,152.12 lb,Full Bag,Guatemala,"Chajul, Quiché, Guatemala",1500 masl,Oscar & Christian Schaps | Finca Los Caballitos,"Bourbon, Caturra",Fully washed and dried on patios and raised beds,,"Guatemala Quiche Finca Los Caballitos is sourced from Finca Los Caballitos, a 300-acre farm located in the municipality of San Gaspar Chajul within the department of Quiche, Guatemala. This growing region, which includes the towns of Santa Maria Nebaj, San Juan Cotzal, and San Gaspar Chajul, is also called the Ixil Triangle because of the beautiful landscapes and the preservation of the indigenous culture. In 2005, Oscar and Christian Schaps, who are brother, purchased Finca Los Caballitos and started planting 100 acres with bourbon and the rest of the farm with the caturra varietal. Los Caballitos has its own wet mill, which allows for meticulous quality control while processing the harvest. Parchment is transported to Antigua where it is stored and milled for export.",Oakland,SPOT,Conventional,,140 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000045359113/,$4.83,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Vancouver,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000045359122/,$4.76,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Seattle,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000045380006/,$4.35,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Oakland,SPOT,Conventional,,227 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000045380015/,$4.35,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Oakland,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000054071511/,,$693.19,152.35 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,"Cranberry, toffee, almond, milk chocolate","Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Houston,SPOT,Conventional,,20 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000048156033/,$4.83,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Vancouver,SPOT,Conventional,,225 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000048156051/,$4.61,$705.33,153 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,"Orange, roasted nut, caramel, cocoa powder","Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Midwest,SPOT,Conventional,,209 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000048156060/,$4.35,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Oakland,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000048156071/,$4.61,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Midwest,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Guatemala SHB EP,https://royalcoffee.com/product/3427097000050690954/,$4.83,$701.27,152.12 lb,Full Bag,Guatemala,Guatemala,1372 masl,Producers from Guatemala,Various,Fully washed and dried in the sun,,"Most look to western Guatemala for coffee, but there is something exciting to offer from the heart of the country. Guatemala Organic is sourced from several different organic certified cooperatives located in different departments of Guatemala. Coffee regions have thousands of indigenous communities where coffee has been cultivated for generations on small farms that average 3 acres in size. Producers process their harvest with their own micro-mill, which allows for meticulous care in cherry selection, depulping, fermenting, and drying the coffee.They have also organized themselves into cooperatives to overcome the obstacles they face in a rugged and isolated coffee regions of Guatemala. The cooperatives provide centralized warehouses to store dried parchment until it is time to move the coffee across the country along rough roads to Guatemala City where the coffee is prepared for export. Through cooperatives, the producers have combined their efforts to gain technical assistance for managing their farms with the best organic practices and learned new strategies to protect their farms from the impact of climate change and focus on strategies to improve quality. Using materials, like coffee pulp, to make organic fertilizers has helped reduce the transportation costs associated with purchasing fertilizer from afar, and at the same time, creates an abundant source of fertilizer that ensures better yields and quality.",Vancouver,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
Hawaii Kona Prime 16+,https://royalcoffee.com/product/3427097000053712034/,,$2485.00,100 lb,Full Bag,Hawaii,"Kona District, Hawaii",303 - 914 masl,Raynoldo Cancino | Cancino Family Farm,"Kona Typica, Bourbon, and Caturra",Fully washed and dried in the sun,,"Sourcing Details:Coffee growing in your backyard is an unlikely scene in North America unless you happen to be in Hawaii where the celebrated Kona coffee is cultivated, harvested, and processed for the short journey to the mainland.  This particular lot comes from the Cancino Family Farm, a 350 acre farm in the Kona region.Processing DetailsDuring the harvest, cherries are picked with a focus on optimum ripeness.  The wet-mill is located on the estate where the cherries are sorted, depulped, fermented, and washed.  The mill uses sun drying and temperature controlled mechanical driers.  Dried parchment is stored in grainpro bags until export preparation begins.  The Cancino family also operates their own dry-mill to prepare coffee for export. The fully integrated process maintains the same detailed approach from harvest to export ensuring every lot has a consistent quality.",Oakland,SPOT,Conventional,,6 Bags,,,,,,,,,,,,,,,
Hawaii Kona Prime 16+,https://royalcoffee.com/product/3427097000053712054/,,$2485.00,100 lb,Full Bag,Hawaii,"Kona District, Hawaii",303 - 914 masl,Raynoldo Cancino | Cancino Family Farm,"Kona Typica, Bourbon, and Caturra",Fully washed and dried in the sun,,"Sourcing Details:Coffee growing in your backyard is an unlikely scene in North America unless you happen to be in Hawaii where the celebrated Kona coffee is cultivated, harvested, and processed for the short journey to the mainland.  This particular lot comes from the Cancino Family Farm, a 350 acre farm in the Kona region.Processing DetailsDuring the harvest, cherries are picked with a focus on optimum ripeness.  The wet-mill is located on the estate where the cherries are sorted, depulped, fermented, and washed.  The mill uses sun drying and temperature controlled mechanical driers.  Dried parchment is stored in grainpro bags until export preparation begins.  The Cancino family also operates their own dry-mill to prepare coffee for export. The fully integrated process maintains the same detailed approach from harvest to export ensuring every lot has a consistent quality.",Oakland,SPOT,Conventional,,9 Bags,,,,,,,,,,,,,,,
Honduras Comsa SHG EP,https://royalcoffee.com/product/3427097000051527345/,$4.83,$666.29,152.12 lb,Full Bag,Honduras,"Marcala, La Paz, Honduras",1300 - 1700 masl,"Café Organico Marcala, S.A. (COMSA) | 1500 coffee producers","Bourbon, Catuai, Caturra, Lempira, Ihcafe 90, Pacas, and Typica",Fully washed and dried in the sun and mechanical driers,,"Finca Humana (the Human Farm) is the first thing you will hear about Café Organico Marcala, S.A. (COMSA) if you make your way to visit this cooperative in Marcala, Honduras. The wellbeing of humans is foundational to the COMSA philosophy and educating more than 1,500 producer-members to successfully live in harmony with nature is everywhere at COMSA. It starts with the La Fortaleza, the COMSA biodynamic demonstration farm where the focus of transferring knowledge takes place through week- long seminars called Pata de Chucho (pawprints left by a stray dog), which aptly reveals COMSA’s dogged exploration for human productivity in harmony with nature. The trailblazing ideas for using organic matter to productively cultivate high quality coffee is only a sliver of what COMSA teaches about the power of nature through the Finca Humana philosophy. COMSA dedicates significant funding from the proceeds of coffee sales to run a cutting-edge international school dedicated to filling children’s minds with possibility and training them to be the future leaders of Finca Humana. What makes it so good? The fundamentals: traceability to the Marcala region, which is a protected designation of origin (DENOMINACION DE ORIGEN CAFE DE MARCALA); meticulous post-harvest hand sorting of cherry; cherry floating to remove less dense beans; proper fermentation; long drying times; and a healthy dose of the COMSA philosophy and training.",Vancouver,SPOT,Conventional,,275 Bags,,,,,,,,,,,,,,,
HONDURAS FT-FLO ORGANIC APROCOMSA NATURAL SHG EP,https://royalcoffee.com/product/3427097000048704187/,$4.59,$772.77,152.12 lb,Full Bag,Honduras,"Marcala municipality, La Paz, Honduras",1300 – 1700 masl,Members of Asociación de Productores Orgánicos (APROCOMSA),"Bourbon, Catuai, Caturra, Lempira, Ihcafe 90, Pacas, and Typica",Full natural and dried in the sun and mechanical driers,,"Sourcing Details:Here is one of those rare opportunities where all that is good about coffee intersect.  Simply a trifecta of: organic farm management practices; traceable to producers in the Marcala region, a protected designation of origin (DENOMINACION DE ORIGEN CAFE DE MARCALA); and a meticulous post-harvest standard of hand sorting cherry, cherry floating to remove less dense and damaged beans, proper fermentation, and long drying times.Cooperative Activities:It starts with a concept called Finca Humana (the Human Farm) at Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA), where the wellbeing of humans is the core objective and educating more than 1,500 producer-members to successfully live in harmony with nature is everywhere.  At La Fortaleza, the APROCOMSA biodynamic demonstration farm, the focus of transferring knowledge takes place through week-long seminars called Pata de Chucho (pawprints left by a stray dog), which aptly reveals APROCOMSA’s dogged exploration for human productivity in harmony with nature.  The trailblazing ideas for using organic matter to productively cultivate high quality coffee is only a sliver of what APROCOMSA teaches about the power of nature through the Finca Humana philosophy.  APROCOMSA dedicates funding from the proceeds of coffee sales to run a cutting edge International school dedicated to filling children’s minds with possibility, and training them to be the future leaders of Finca Humana.Processing Details:This particular lot is a natural process carried out at APROCOMSA’s centralized wet-mill dedicated to process organic lots.  After farmers meticulously harvest ripe cherries and deliver them to APROCOMSA, the post harvest process begins by floating cherries to eliminate under ripe and damaged coffee.  The water is recycled several times to ensure conservation of water.  Next the cherries are placed on patios and elevated tables to 11 percent moisture and then stored until preparation for export.Exporting Details:APROCOMSA’s dry-mill facility is also located in Marcala where dried coffee is received, cupped and selected for export. Coffee is hulled and sorted by density and color in preparation for export.  APROCOMSA has a fully equipped cupping lab and several Q graders who check the quality prior to shipping.  APROCOMSA’s preparation ensures traceability and quality control throughout the post harvest process, which is a vital resource for establishing higher prices for producers.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
HONDURAS FT-FLO ORGANIC APROCOMSA MANOS DE MUJER SHG EP,https://royalcoffee.com/product/3427097000050815973/,$4.59,$759.08,152.12 lb,Full Bag,Honduras,"Marcala, La Paz",1200 – 1700 masl,"Women producers members of Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA)","Catuai, Icatu, Ihcafe 90, and Catimor",Fully washed and dried on patios and elevated tables inside solar dryers that provide protection from the rain,,"Sourcing Details:Want to support women in coffee? Here is one of those rare opportunities where all that is good about coffee intersect.  Simply a trifecta of: organic farm management practices; traceable to a woman producer in the Marcala region, a protected designation of origin (DENOMINACION DE ORIGEN CAFE DE MARCALA); and a meticulous post-harvest processing standard.  It all starts with a concept called Finca Humana (the Human Farm) at Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA), where the wellbeing of humans is the core objective and educating more than 1,500 producer-members to successfully live in harmony with nature is everywhere.  At La Fortaleza, the COMSA biodynamic demonstration farm, the focus of transferring knowledge takes place through week-long seminars called Pata de Chucho (pawprints left by a stray dog), which aptly reveals COMSA’s dogged exploration for human productivity in harmony with nature.  The trailblazing ideas for using organic matter to productively cultivate high quality coffee is only a sliver of what COMSA teaches about the power of nature through the Finca Humana philosophy.  COMSA dedicates funding from the proceeds of coffee sales to run a cutting edge International school dedicated to filling children’s minds with possibility, and training them to be the future leaders of Finca Humana.Exporting Details:Women delivers their dried coffee to COMSA’s warehouse and dry-mill facility where coffee is received, cupped and selected for export. Coffee is hulled and sorted by density and color in preparation for export.  COMSA has a fully equipped cupping lab and several Q graders who check the quality prior to shipping.  COMSA’s preparation ensures traceability and quality control throughout the post harvest process, which is a vital resource for establishing higher prices for producers.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,263 Bags,,,,,,,,,,,,,,,
HONDURAS FT-FLO ORGANIC APROCOMSA MANOS DE MUJER SHG EP,https://royalcoffee.com/product/3427097000050815999/,$4.83,$749.95,152.12 lb,Full Bag,Honduras,"Marcala, La Paz",1200 – 1700 masl,"Women producers members of Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA)","Catuai, Icatu, Ihcafe 90, and Catimor",Fully washed and dried on patios and elevated tables inside solar dryers that provide protection from the rain,,"Sourcing Details:Want to support women in coffee? Here is one of those rare opportunities where all that is good about coffee intersect.  Simply a trifecta of: organic farm management practices; traceable to a woman producer in the Marcala region, a protected designation of origin (DENOMINACION DE ORIGEN CAFE DE MARCALA); and a meticulous post-harvest processing standard.  It all starts with a concept called Finca Humana (the Human Farm) at Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA), where the wellbeing of humans is the core objective and educating more than 1,500 producer-members to successfully live in harmony with nature is everywhere.  At La Fortaleza, the COMSA biodynamic demonstration farm, the focus of transferring knowledge takes place through week-long seminars called Pata de Chucho (pawprints left by a stray dog), which aptly reveals COMSA’s dogged exploration for human productivity in harmony with nature.  The trailblazing ideas for using organic matter to productively cultivate high quality coffee is only a sliver of what COMSA teaches about the power of nature through the Finca Humana philosophy.  COMSA dedicates funding from the proceeds of coffee sales to run a cutting edge International school dedicated to filling children’s minds with possibility, and training them to be the future leaders of Finca Humana.Exporting Details:Women delivers their dried coffee to COMSA’s warehouse and dry-mill facility where coffee is received, cupped and selected for export. Coffee is hulled and sorted by density and color in preparation for export.  COMSA has a fully equipped cupping lab and several Q graders who check the quality prior to shipping.  COMSA’s preparation ensures traceability and quality control throughout the post harvest process, which is a vital resource for establishing higher prices for producers.",Vancouver,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
HONDURAS FT-FLO ORGANIC APROCOMSA NATURAL SHG EP,https://royalcoffee.com/product/3427097000048704162/,$4.83,$784.94,152.12 lb,Full Bag,Honduras,"Marcala municipality, La Paz, Honduras",1300 – 1700 masl,Members of Asociación de Productores Orgánicos (APROCOMSA),"Bourbon, Catuai, Caturra, Lempira, Ihcafe 90, Pacas, and Typica",Full natural and dried in the sun and mechanical driers,,"Sourcing Details:Here is one of those rare opportunities where all that is good about coffee intersect.  Simply a trifecta of: organic farm management practices; traceable to producers in the Marcala region, a protected designation of origin (DENOMINACION DE ORIGEN CAFE DE MARCALA); and a meticulous post-harvest standard of hand sorting cherry, cherry floating to remove less dense and damaged beans, proper fermentation, and long drying times.Cooperative Activities:It starts with a concept called Finca Humana (the Human Farm) at Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA), where the wellbeing of humans is the core objective and educating more than 1,500 producer-members to successfully live in harmony with nature is everywhere.  At La Fortaleza, the APROCOMSA biodynamic demonstration farm, the focus of transferring knowledge takes place through week-long seminars called Pata de Chucho (pawprints left by a stray dog), which aptly reveals APROCOMSA’s dogged exploration for human productivity in harmony with nature.  The trailblazing ideas for using organic matter to productively cultivate high quality coffee is only a sliver of what APROCOMSA teaches about the power of nature through the Finca Humana philosophy.  APROCOMSA dedicates funding from the proceeds of coffee sales to run a cutting edge International school dedicated to filling children’s minds with possibility, and training them to be the future leaders of Finca Humana.Processing Details:This particular lot is a natural process carried out at APROCOMSA’s centralized wet-mill dedicated to process organic lots.  After farmers meticulously harvest ripe cherries and deliver them to APROCOMSA, the post harvest process begins by floating cherries to eliminate under ripe and damaged coffee.  The water is recycled several times to ensure conservation of water.  Next the cherries are placed on patios and elevated tables to 11 percent moisture and then stored until preparation for export.Exporting Details:APROCOMSA’s dry-mill facility is also located in Marcala where dried coffee is received, cupped and selected for export. Coffee is hulled and sorted by density and color in preparation for export.  APROCOMSA has a fully equipped cupping lab and several Q graders who check the quality prior to shipping.  APROCOMSA’s preparation ensures traceability and quality control throughout the post harvest process, which is a vital resource for establishing higher prices for producers.",Vancouver,SPOT,Fair Trade (FT FLO) | Organic,,95 Bags,,,,,,,,,,,,,,,
HONDURAS FT-FLO ORGANIC APROCOMSA SHG EP,https://royalcoffee.com/product/3427097000045115047/,$4.59,$731.70,152.12 lb,Full Bag,Honduras,"Marcala, La Paz, Honduras",1300 – 1700 masl,"Café Organico Marcala, S.A. (COMSA) | 1500 coffee producers","Bourbon, Catuai, Caturra, Lempira, Ihcafe 90, Pacas, and Typica",Fully washed and dried in the sun and mechanical dryers,,"Sourcing Details:Here is one of those rare opportunities where all that is good about coffee intersect.  Simply a trifecta of: organic farm management practices; traceable to producers in the Marcala region, a protected designation of origin (DENOMINACION DE ORIGEN CAFE DE MARCALA); and a meticulous post-harvest standard of hand sorting cherry, cherry floating to remove less dense and damaged beans, proper fermentation, and long drying times.Cooperative Activities:It starts with a concept called Finca Humana (the Human Farm) at Asociación de Productores Orgánicos Café Organico Marcala, S.A. (APROCOMSA), where the wellbeing of humans is the core objective and educating more than 1,500 producer-members to successfully live in harmony with nature is everywhere.  At La Fortaleza, the APROCOMSA biodynamic demonstration farm, the focus of transferring knowledge takes place through week-long seminars called Pata de Chucho (pawprints left by a stray dog), which aptly reveals APROCOMSA’s dogged exploration for human productivity in harmony with nature.  The trailblazing ideas for using organic matter to productively cultivate high quality coffee is only a sliver of what APRCOMSA teaches about the power of nature through the Finca Humana philosophy.  APROCOMSA dedicates funding from the proceeds of coffee sales to run a cutting edge International school dedicated to filling children’s minds with possibility, and training them to be the future leaders of Finca Humana.Processing Details:This particular lot is a washed process carried out at APROCOMSA’s centralized wet-mill dedicated to process organic lots.  After farmers meticulously harvest ripe cherries and deliver them to APROCOMSA, the post harvest process begins by floating cherries to eliminate under ripe and damaged coffee.  The water is recycled several times to ensure conservation of water.  Next the cherries are depulped and the mucilage covered beans are fermented in tanks for 24 hours.  Then the coffee is washed mechanically with a demucilager designed to significantly reduce wastewater.  The washed coffee in parchment is dried on patios to 11 percent moisture and then stored until preparation for export.Exporting Details:APROCOMSA’s dry-mill facility is also located in Marcala where dried coffee in parchment is received, cupped and selected for export. Coffee is hulled and sorted by density and color in preparation for export.  APROCOMSA has a fully equipped cupping lab and several Q graders who check the quality prior to shipping.  APROCOMSA’s preparation ensures traceability and quality control throughout the post harvest process, which is a vital resource for establishing higher prices for producers.",Oakland,SPOT,Fair Trade (FT FLO) | Organic,,275 Bags,,,,,,,,,,,,,,,
